Product Name, Year Month , Warehouse Inventory ,Inventory Cost Per Unit
LIJA Women's Mid-Length Panel Golf Shorts,201704,0,1.83195
Toys,201704,0,2.12219
Brooks Women's Ghost 6 Running Shoe,201704,0,2.32807
Bag Boy M330 Push Cart,201704,6,2.15868
Merrell Women's Grassbow Sport Hiking Shoe,201704,0,0.57064
Nike Men's Free TR 5.0 TB Training Shoe,201704,0,1.64705
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201704,0,1.02864
First aid kit,201704,0,1.74649
CDs of rock,201704,0,1.59133
Polar FT4 Heart Rate Monitor,201704,0,1.02079
LIJA Women's Argyle Golf Polo,201704,0,0.79704
TaylorMade White Smoke IN-12 Putter,201704,0,0.55742
Fitbit The One Wireless Activity & Sleep Trac,201704,0,1.35022
Nike Kids' Grade School KD VI Basketball Shoe,201704,0,1.81639
The North Face Women's Recon Backpack,201704,0,0.26606
Smart watch,201704,0,0.37939
Baby sweater,201704,0,0.16886
MDGolf Pittsburgh Penguins Putter,201704,7,1.0671
Men's gala suit,201704,0,2.10979
Merrell Men's All Out Flash Trail Running Sho,201704,0,0.95394
Garmin Approach S3 Golf GPS Watch,201704,0,2.30857
LIJA Women's Button Golf Dress,201704,0,2.33507
Cleveland Golf Women's 588 RTX CB Satin Chrom,201704,0,0.69756
Merrell Women's Siren Mid Waterproof Hiking B,201704,2,1.42868
TaylorMade Women's RBZ SL Rescue,201704,1,1.65789
Mio ALPHA Heart Rate Monitor/Sport Watch,201704,0,1.77112
TaylorMade 2017 Purelite Stand Bag,201704,6,1.42333
Cleveland Golf Collegiate My Custom Wedge 588,201704,0,1.37548
adidas Brazuca 2017 Official Match Ball,201704,0,1.50239
Nike Men's Fingertrap Max Training Shoe,201704,0,0.76882
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201704,2,1.79506
Nike Men's Kobe IX Elite Low Basketball Shoe,201704,0,1.26299
Ogio Race Golf Shoes,201704,0,0.6956
insta-bed Neverflat Air Mattress,201704,2,1.2184
GolfBuddy VT3 GPS Watch,201704,0,0.69638
Merrell Women's Grassbow Sport Waterproof Hik,201704,1,2.08293
Titleist Small Wheeled Travel Cover,201704,0,2.01232
Polar Loop Activity Tracker,201704,5,0.86549
Pelican Maverick 100X Kayak,201704,0,2.00027
Garmin Approach S4 Golf GPS Watch,201704,0,1.426
Total Gym 1400,201704,0,0.56907
Garmin Forerunner 910XT GPS Watch,201704,0,0.19279
Titleist Club Glove Travel Cover,201704,0,1.06547
GoPro HERO3+ Black Edition Camera,201704,0,0.7762
Diamondback Boys' Insight 24 Performance Hybr,201704,0,0.44545
Diamondback Girls' Clarity 24 Hybrid Bike 201,201704,0,1.62268
Stiga Master Series ST3100 Competition Indoor,201704,0,0.44325
SOLE E35 Elliptical,201704,26,0.24703
Bushnell Pro X7 Jolt Slope Rangefinder,201704,22,0.51866
SOLE E25 Elliptical,201704,2,1.26658
Bowflex SelectTech 1090 Dumbbells,201704,14,2.18772
Perfect Fitness Perfect Rip Deck,201703,57,0.39551
Nike Men's Dri-FIT Victory Golf Polo,201703,619,0.91387
O'Brien Men's Neoprene Life Vest,201703,175,2.09784
Nike Men's Free 5.0+ Running Shoe,201703,97,0.24145
Under Armour Girls' Toddler Spine Surge Runni,201703,176,0.19859
Nike Men's CJ Elite 2 TD Football Cleat,201703,101,0.21878
Field & Stream Sportsman 16 Gun Fire Safe,201703,91,1.12452
Pelican Sunstream 100 Kayak,201703,100,1.53908
Diamondback Women's Serene Classic Comfort Bi,201703,11,0.16137
ENO Atlas Hammock Straps,201703,3,0.17242
Nike Men's Comfort 2 Slide,201703,6,1.27835
adidas Youth Germany Black/Red Away Match Soc,201703,10,0.44961
Team Golf St. Louis Cardinals Putter Grip,201703,2,0.18107
LIJA Women's Eyelet Sleeveless Golf Polo,201703,3,1.03368
adidas Men's F10 Messi TRX FG Soccer Cleat,201703,11,2.1628
Glove It Women's Imperial Golf Glove,201703,1,1.38468
Glove It Imperial Golf Towel,201703,8,1.06243
Bridgestone e6 Straight Distance NFL Carolina,201703,5,0.34205
Glove It Women's Mod Oval 3-Zip Carry All Gol,201703,10,1.03023
Columbia Men's PFG Anchor Tough T-Shirt,201703,26,1.31639
Under Armour Women's Ignite Slide,201703,4,0.14667
Team Golf Tennessee Volunteers Putter Grip,201703,3,0.42791
Titleist Pro V1x High Numbers Personalized Go,201703,0,2.15695
Nike Men's Deutschland Weltmeister Winners Bl,201703,1,1.1724
Bridgestone e6 Straight Distance NFL San Dieg,201703,3,0.33193
Nike Women's Tempo Shorts,201703,2,1.69635
Team Golf Texas Longhorns Putter Grip,201703,0,0.12731
Hirzl Women's Soffft Flex Golf Glove,201703,5,2.11909
Clicgear 8.0 Shoe Brush,201703,3,0.82452
Hirzl Women's Hybrid Golf Glove,201703,4,1.93927
Team Golf Pittsburgh Steelers Putter Grip,201703,1,1.28826
Top Flite Women's 2017 XL Hybrid,201703,0,1.27277
Glove It Urban Brick Golf Towel,201703,6,2.1284
Nike Dri-FIT Crew Sock 6 Pack,201703,3,1.38964
TYR Boys' Team Digi Jammer,201703,4,0.96505
Team Golf San Francisco Giants Putter Grip,201703,15,2.11189
Clicgear Rovic Cooler Bag,201703,14,0.30921
Hirzl Men's Hybrid Golf Glove,201703,0,2.3256
Titleist Pro V1x Golf Balls,201703,18,2.24845
adidas Men's Germany Black Crest Away Tee,201703,9,1.75702
Titleist Pro V1 High Numbers Personalized Gol,201703,1,0.25708
Under Armour Women's Micro G Skulpt Running S,201703,10,2.14362
Under Armour Hustle Storm Medium Duffle Bag,201703,1,1.46297
Under Armour Women's Ignite PIP VI Slide,201703,0,0.3046
Bag Boy Beverage Holder,201703,11,1.19313
Under Armour Men's Tech II T-Shirt,201703,19,0.50261
Team Golf New England Patriots Putter Grip,201703,3,0.80445
Under Armour Men's Compression EV SL Slide,201703,6,2.28587
Bridgestone e6 Straight Distance NFL Tennesse,201703,2,1.24482
Glove It Women's Mod Oval Golf Glove,201703,0,0.93273
Titleist Pro V1x High Numbers Golf Balls,201703,14,1.66084
Nike Women's Legend V-Neck T-Shirt,201703,5,2.09038
Under Armour Kids' Mercenary Slide,201703,0,1.14825
adidas Kids' F5 Messi FG Soccer Cleat,201703,1,1.37072
Children's heaters,201703,0,1.50968
Web Camera,201703,0,1.37945
Dell Laptop,201703,5,2.04856
Porcelain crafts,201703,0,0.7137
Sports Books,201703,0,0.70763
DVDs,201703,0,1.48331
Industrial consumer electronics,201703,0,0.49854
Fighting video games,201703,0,0.86901
Summer dresses,201703,0,0.21262
Lawn mower,201703,0,1.06525
Adult dog supplies,201703,0,1.39757
Rock music,201703,0,0.18115
Elevation Training Mask 2.0,201703,0,0.37251
LIJA Women's Mid-Length Panel Golf Shorts,201703,0,2.02252
Toys,201703,0,1.80585
Brooks Women's Ghost 6 Running Shoe,201703,0,1.42816
Bag Boy M330 Push Cart,201703,9,1.76986
Merrell Women's Grassbow Sport Hiking Shoe,201703,0,1.33642
Nike Men's Free TR 5.0 TB Training Shoe,201703,0,1.79687
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201703,6,0.31117
First aid kit,201703,0,1.52918
CDs of rock,201703,0,2.19858
Polar FT4 Heart Rate Monitor,201703,0,1.4583
LIJA Women's Argyle Golf Polo,201703,0,1.31521
TaylorMade White Smoke IN-12 Putter,201703,0,1.03998
Fitbit The One Wireless Activity & Sleep Trac,201703,2,1.5287
Nike Kids' Grade School KD VI Basketball Shoe,201703,0,1.70755
The North Face Women's Recon Backpack,201703,0,0.21998
Smart watch,201703,0,2.32836
Baby sweater,201703,0,2.25429
MDGolf Pittsburgh Penguins Putter,201703,0,0.69236
Men's gala suit,201703,0,0.3827
Merrell Men's All Out Flash Trail Running Sho,201703,0,0.17014
Garmin Approach S3 Golf GPS Watch,201703,0,2.01727
LIJA Women's Button Golf Dress,201703,0,2.29765
Cleveland Golf Women's 588 RTX CB Satin Chrom,201703,0,0.51127
Merrell Women's Siren Mid Waterproof Hiking B,201703,0,0.28227
TaylorMade Women's RBZ SL Rescue,201703,0,2.03648
Mio ALPHA Heart Rate Monitor/Sport Watch,201703,0,1.15999
TaylorMade 2017 Purelite Stand Bag,201703,0,1.27134
Cleveland Golf Collegiate My Custom Wedge 588,201703,0,0.54004
adidas Brazuca 2017 Official Match Ball,201703,0,2.00759
Nike Men's Fingertrap Max Training Shoe,201703,0,0.57377
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201703,0,1.4208
Nike Men's Kobe IX Elite Low Basketball Shoe,201703,0,1.88333
Ogio Race Golf Shoes,201703,0,2.12774
insta-bed Neverflat Air Mattress,201703,0,1.68446
GolfBuddy VT3 GPS Watch,201703,0,0.60374
Merrell Women's Grassbow Sport Waterproof Hik,201703,0,1.25847
Titleist Small Wheeled Travel Cover,201703,2,1.96419
Polar Loop Activity Tracker,201703,0,1.7738
Pelican Maverick 100X Kayak,201703,0,0.24165
Garmin Approach S4 Golf GPS Watch,201703,0,2.09296
Total Gym 1400,201703,0,1.1239
Garmin Forerunner 910XT GPS Watch,201703,0,1.35533
Titleist Club Glove Travel Cover,201703,0,2.13051
GoPro HERO3+ Black Edition Camera,201703,0,1.00876
Diamondback Boys' Insight 24 Performance Hybr,201703,0,1.24593
Diamondback Girls' Clarity 24 Hybrid Bike 201,201703,0,0.47958
Stiga Master Series ST3100 Competition Indoor,201703,0,1.8108
SOLE E35 Elliptical,201703,16,2.01744
Bushnell Pro X7 Jolt Slope Rangefinder,201703,6,0.55303
SOLE E25 Elliptical,201703,23,1.48924
Bowflex SelectTech 1090 Dumbbells,201703,26,1.16548
Perfect Fitness Perfect Rip Deck,201702,679,0.91894
Nike Men's Dri-FIT Victory Golf Polo,201702,302,1.64554
O'Brien Men's Neoprene Life Vest,201702,189,1.79941
Nike Men's Free 5.0+ Running Shoe,201702,147,0.34474
Under Armour Girls' Toddler Spine Surge Runni,201702,235,0.12529
Nike Men's CJ Elite 2 TD Football Cleat,201702,99,1.44617
Field & Stream Sportsman 16 Gun Fire Safe,201702,91,0.68193
Pelican Sunstream 100 Kayak,201702,105,0.26709
Diamondback Women's Serene Classic Comfort Bi,201702,81,1.98979
ENO Atlas Hammock Straps,201702,0,1.73918
Nike Men's Comfort 2 Slide,201702,4,0.92344
adidas Youth Germany Black/Red Away Match Soc,201702,3,0.35793
Team Golf St. Louis Cardinals Putter Grip,201702,0,1.83442
LIJA Women's Eyelet Sleeveless Golf Polo,201702,14,2.29643
adidas Men's F10 Messi TRX FG Soccer Cleat,201702,5,1.51604
Glove It Women's Imperial Golf Glove,201702,0,0.33922
Glove It Imperial Golf Towel,201702,0,0.50317
Bridgestone e6 Straight Distance NFL Carolina,201702,8,1.84397
Glove It Women's Mod Oval 3-Zip Carry All Gol,201702,0,0.58961
Columbia Men's PFG Anchor Tough T-Shirt,201702,8,0.6007
Under Armour Women's Ignite Slide,201702,0,2.06439
Team Golf Tennessee Volunteers Putter Grip,201702,8,1.66517
Titleist Pro V1x High Numbers Personalized Go,201702,0,0.52119
Nike Men's Deutschland Weltmeister Winners Bl,201702,0,1.62649
Bridgestone e6 Straight Distance NFL San Dieg,201702,3,1.71477
Nike Women's Tempo Shorts,201702,0,0.92243
Team Golf Texas Longhorns Putter Grip,201702,6,0.23071
Hirzl Women's Soffft Flex Golf Glove,201702,4,0.65465
Clicgear 8.0 Shoe Brush,201702,0,1.33091
Hirzl Women's Hybrid Golf Glove,201702,2,1.23129
Team Golf Pittsburgh Steelers Putter Grip,201702,1,0.82915
Top Flite Women's 2017 XL Hybrid,201702,21,2.13743
Glove It Urban Brick Golf Towel,201702,7,1.62744
Nike Dri-FIT Crew Sock 6 Pack,201702,2,0.9058
TYR Boys' Team Digi Jammer,201702,7,0.891
Team Golf San Francisco Giants Putter Grip,201702,2,1.50541
Clicgear Rovic Cooler Bag,201702,1,0.58051
Hirzl Men's Hybrid Golf Glove,201702,12,1.99473
Titleist Pro V1x Golf Balls,201702,11,1.56627
adidas Men's Germany Black Crest Away Tee,201702,22,1.50176
Titleist Pro V1 High Numbers Personalized Gol,201702,11,1.3341
Under Armour Women's Micro G Skulpt Running S,201702,6,1.34409
Under Armour Hustle Storm Medium Duffle Bag,201702,4,0.12361
Under Armour Women's Ignite PIP VI Slide,201702,4,1.48304
Bag Boy Beverage Holder,201702,0,1.26168
Under Armour Men's Tech II T-Shirt,201702,14,0.43408
Team Golf New England Patriots Putter Grip,201702,2,1.8753
Under Armour Men's Compression EV SL Slide,201702,0,1.54393
Bridgestone e6 Straight Distance NFL Tennesse,201702,1,1.50731
Glove It Women's Mod Oval Golf Glove,201702,23,1.20941
Titleist Pro V1x High Numbers Golf Balls,201702,0,2.23628
Nike Women's Legend V-Neck T-Shirt,201702,9,2.23701
Under Armour Kids' Mercenary Slide,201702,2,0.88451
adidas Kids' F5 Messi FG Soccer Cleat,201702,3,1.57135
Children's heaters,201702,0,1.73843
Web Camera,201702,0,2.3387
Dell Laptop,201702,39,1.13471
Porcelain crafts,201702,0,2.2439
Sports Books,201702,0,1.35525
DVDs,201702,0,1.53947
Industrial consumer electronics,201702,0,2.17559
Fighting video games,201702,0,0.70485
Summer dresses,201702,0,0.19652
Lawn mower,201702,0,2.09754
Adult dog supplies,201702,0,1.38877
Rock music,201702,0,1.60965
Elevation Training Mask 2.0,201702,0,1.36939
LIJA Women's Mid-Length Panel Golf Shorts,201702,0,1.19415
Toys,201702,0,1.22915
Brooks Women's Ghost 6 Running Shoe,201702,0,0.95331
Bag Boy M330 Push Cart,201702,0,0.85567
Merrell Women's Grassbow Sport Hiking Shoe,201702,0,1.31982
Nike Men's Free TR 5.0 TB Training Shoe,201702,0,2.27729
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201702,0,1.51046
First aid kit,201702,0,1.19987
CDs of rock,201702,0,0.38238
Polar FT4 Heart Rate Monitor,201702,0,1.33353
LIJA Women's Argyle Golf Polo,201702,0,1.3811
TaylorMade White Smoke IN-12 Putter,201702,0,0.93774
Fitbit The One Wireless Activity & Sleep Trac,201702,2,1.00113
Nike Kids' Grade School KD VI Basketball Shoe,201702,0,1.78495
The North Face Women's Recon Backpack,201702,0,0.46957
Smart watch,201702,0,0.81987
Baby sweater,201702,0,1.59907
MDGolf Pittsburgh Penguins Putter,201702,0,1.87056
Men's gala suit,201702,0,0.27487
Merrell Men's All Out Flash Trail Running Sho,201702,0,1.49753
Garmin Approach S3 Golf GPS Watch,201702,0,0.1202
LIJA Women's Button Golf Dress,201702,0,0.67709
Cleveland Golf Women's 588 RTX CB Satin Chrom,201702,0,0.72678
Merrell Women's Siren Mid Waterproof Hiking B,201702,1,1.04301
TaylorMade Women's RBZ SL Rescue,201702,0,2.12158
Mio ALPHA Heart Rate Monitor/Sport Watch,201702,0,1.25235
TaylorMade 2017 Purelite Stand Bag,201702,0,1.07664
Cleveland Golf Collegiate My Custom Wedge 588,201702,0,1.54548
adidas Brazuca 2017 Official Match Ball,201702,0,2.3418
Nike Men's Fingertrap Max Training Shoe,201702,0,2.25422
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201702,0,0.80069
Nike Men's Kobe IX Elite Low Basketball Shoe,201702,0,1.05431
Ogio Race Golf Shoes,201702,0,1.21307
insta-bed Neverflat Air Mattress,201702,0,0.67349
GolfBuddy VT3 GPS Watch,201702,0,1.12731
Merrell Women's Grassbow Sport Waterproof Hik,201702,0,2.33803
Titleist Small Wheeled Travel Cover,201702,0,0.8895
Polar Loop Activity Tracker,201702,0,2.18426
Pelican Maverick 100X Kayak,201702,0,2.20262
Garmin Approach S4 Golf GPS Watch,201702,0,0.53505
Total Gym 1400,201702,0,1.83943
Garmin Forerunner 910XT GPS Watch,201702,0,1.20023
Titleist Club Glove Travel Cover,201702,0,2.25092
GoPro HERO3+ Black Edition Camera,201702,0,0.8576
Diamondback Boys' Insight 24 Performance Hybr,201702,0,0.1891
Diamondback Girls' Clarity 24 Hybrid Bike 201,201702,0,1.80266
Stiga Master Series ST3100 Competition Indoor,201702,0,1.39626
SOLE E35 Elliptical,201702,13,1.91587
Bushnell Pro X7 Jolt Slope Rangefinder,201702,2,0.31626
SOLE E25 Elliptical,201702,36,1.15565
Bowflex SelectTech 1090 Dumbbells,201702,33,1.67115
Perfect Fitness Perfect Rip Deck,201701,529,0.52827
Nike Men's Dri-FIT Victory Golf Polo,201701,13,2.26937
O'Brien Men's Neoprene Life Vest,201701,491,0.67102
Nike Men's Free 5.0+ Running Shoe,201701,17,0.27078
Under Armour Girls' Toddler Spine Surge Runni,201701,222,0.27599
Nike Men's CJ Elite 2 TD Football Cleat,201701,188,0.75746
Field & Stream Sportsman 16 Gun Fire Safe,201701,32,1.34606
Pelican Sunstream 100 Kayak,201701,104,1.40562
Diamondback Women's Serene Classic Comfort Bi,201701,15,1.30907
ENO Atlas Hammock Straps,201701,12,2.04261
Nike Men's Comfort 2 Slide,201701,1,1.29987
adidas Youth Germany Black/Red Away Match Soc,201701,0,1.13098
Team Golf St. Louis Cardinals Putter Grip,201701,0,2.10502
LIJA Women's Eyelet Sleeveless Golf Polo,201701,9,1.15827
adidas Men's F10 Messi TRX FG Soccer Cleat,201701,0,2.32591
Glove It Women's Imperial Golf Glove,201701,23,1.42605
Glove It Imperial Golf Towel,201701,6,0.89095
Bridgestone e6 Straight Distance NFL Carolina,201701,1,1.77573
Glove It Women's Mod Oval 3-Zip Carry All Gol,201701,6,0.85857
Columbia Men's PFG Anchor Tough T-Shirt,201701,0,1.09663
Under Armour Women's Ignite Slide,201701,0,1.54841
Team Golf Tennessee Volunteers Putter Grip,201701,7,1.05592
Titleist Pro V1x High Numbers Personalized Go,201701,10,0.50789
Nike Men's Deutschland Weltmeister Winners Bl,201701,9,0.26436
Bridgestone e6 Straight Distance NFL San Dieg,201701,6,1.82995
Nike Women's Tempo Shorts,201701,1,0.77932
Team Golf Texas Longhorns Putter Grip,201701,1,1.3324
Hirzl Women's Soffft Flex Golf Glove,201701,21,0.36625
Clicgear 8.0 Shoe Brush,201701,1,1.60907
Hirzl Women's Hybrid Golf Glove,201701,0,0.73479
Team Golf Pittsburgh Steelers Putter Grip,201701,1,0.94951
Top Flite Women's 2017 XL Hybrid,201701,0,0.48646
Glove It Urban Brick Golf Towel,201701,2,1.99243
Nike Dri-FIT Crew Sock 6 Pack,201701,4,0.80879
TYR Boys' Team Digi Jammer,201701,1,2.09162
Team Golf San Francisco Giants Putter Grip,201701,0,1.18523
Clicgear Rovic Cooler Bag,201701,7,1.06015
Hirzl Men's Hybrid Golf Glove,201701,6,0.1121
Titleist Pro V1x Golf Balls,201701,0,0.453
adidas Men's Germany Black Crest Away Tee,201701,3,1.78696
Titleist Pro V1 High Numbers Personalized Gol,201701,0,0.67251
Under Armour Women's Micro G Skulpt Running S,201701,5,0.52718
Under Armour Hustle Storm Medium Duffle Bag,201701,12,1.45269
Under Armour Women's Ignite PIP VI Slide,201701,0,1.79812
Bag Boy Beverage Holder,201701,0,0.31474
Under Armour Men's Tech II T-Shirt,201701,17,1.45244
Team Golf New England Patriots Putter Grip,201701,0,1.50699
Under Armour Men's Compression EV SL Slide,201701,9,1.88764
Bridgestone e6 Straight Distance NFL Tennesse,201701,6,0.41429
Glove It Women's Mod Oval Golf Glove,201701,14,2.24533
Titleist Pro V1x High Numbers Golf Balls,201701,2,0.7955
Nike Women's Legend V-Neck T-Shirt,201701,2,0.71885
Under Armour Kids' Mercenary Slide,201701,0,1.43643
adidas Kids' F5 Messi FG Soccer Cleat,201701,10,1.48199
Children's heaters,201701,0,2.03768
Web Camera,201701,0,2.03583
Dell Laptop,201701,15,0.58128
Porcelain crafts,201701,0,0.69135
Sports Books,201701,0,2.32011
DVDs,201701,0,1.77452
Industrial consumer electronics,201701,0,1.71856
Fighting video games,201701,0,2.07795
Summer dresses,201701,0,0.65346
Lawn mower,201701,0,0.1902
Adult dog supplies,201701,0,0.21092
Rock music,201701,0,0.38304
Elevation Training Mask 2.0,201701,0,0.91883
LIJA Women's Mid-Length Panel Golf Shorts,201701,0,0.42023
Toys,201701,0,2.10126
Brooks Women's Ghost 6 Running Shoe,201701,0,0.76509
Bag Boy M330 Push Cart,201701,0,1.75165
Merrell Women's Grassbow Sport Hiking Shoe,201701,0,1.47058
Nike Men's Free TR 5.0 TB Training Shoe,201701,0,1.7261
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201701,0,0.74634
First aid kit,201701,0,1.32397
CDs of rock,201701,0,1.2696
Polar FT4 Heart Rate Monitor,201701,0,2.07271
LIJA Women's Argyle Golf Polo,201701,0,0.32438
TaylorMade White Smoke IN-12 Putter,201701,0,1.29607
Fitbit The One Wireless Activity & Sleep Trac,201701,0,2.11812
Nike Kids' Grade School KD VI Basketball Shoe,201701,0,2.11622
The North Face Women's Recon Backpack,201701,0,1.05467
Smart watch,201701,0,1.86898
Baby sweater,201701,0,0.23083
MDGolf Pittsburgh Penguins Putter,201701,0,1.99864
Men's gala suit,201701,0,1.45481
Merrell Men's All Out Flash Trail Running Sho,201701,1,0.30525
Garmin Approach S3 Golf GPS Watch,201701,0,1.99622
LIJA Women's Button Golf Dress,201701,0,0.13051
Cleveland Golf Women's 588 RTX CB Satin Chrom,201701,0,1.89555
Merrell Women's Siren Mid Waterproof Hiking B,201701,0,1.87662
TaylorMade Women's RBZ SL Rescue,201701,0,0.6689
Mio ALPHA Heart Rate Monitor/Sport Watch,201701,1,0.83802
TaylorMade 2017 Purelite Stand Bag,201701,0,0.74314
Cleveland Golf Collegiate My Custom Wedge 588,201701,0,2.09363
adidas Brazuca 2017 Official Match Ball,201701,0,1.81276
Nike Men's Fingertrap Max Training Shoe,201701,0,1.96153
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201701,0,0.49009
Nike Men's Kobe IX Elite Low Basketball Shoe,201701,1,1.08272
Ogio Race Golf Shoes,201701,0,0.12246
insta-bed Neverflat Air Mattress,201701,0,0.82082
GolfBuddy VT3 GPS Watch,201701,0,1.30941
Merrell Women's Grassbow Sport Waterproof Hik,201701,0,1.3769
Titleist Small Wheeled Travel Cover,201701,0,0.98486
Polar Loop Activity Tracker,201701,0,0.81297
Pelican Maverick 100X Kayak,201701,0,1.01919
Garmin Approach S4 Golf GPS Watch,201701,0,1.64528
Total Gym 1400,201701,0,1.40687
Garmin Forerunner 910XT GPS Watch,201701,0,1.3972
Titleist Club Glove Travel Cover,201701,0,0.33304
GoPro HERO3+ Black Edition Camera,201701,0,2.19635
Diamondback Boys' Insight 24 Performance Hybr,201701,0,0.77866
Diamondback Girls' Clarity 24 Hybrid Bike 201,201701,0,0.4912
Stiga Master Series ST3100 Competition Indoor,201701,0,1.7065
SOLE E35 Elliptical,201701,9,0.23372
Bushnell Pro X7 Jolt Slope Rangefinder,201701,1,2.15859
SOLE E25 Elliptical,201701,37,1.6424
Bowflex SelectTech 1090 Dumbbells,201701,16,1.75395
Perfect Fitness Perfect Rip Deck,201612,674,0.36383
Nike Men's Dri-FIT Victory Golf Polo,201612,471,1.46573
O'Brien Men's Neoprene Life Vest,201612,460,0.46938
Nike Men's Free 5.0+ Running Shoe,201612,352,0.69697
Under Armour Girls' Toddler Spine Surge Runni,201612,124,0.63537
Nike Men's CJ Elite 2 TD Football Cleat,201612,119,1.35966
Field & Stream Sportsman 16 Gun Fire Safe,201612,128,0.83007
Pelican Sunstream 100 Kayak,201612,81,0.90134
Diamondback Women's Serene Classic Comfort Bi,201612,87,0.87319
ENO Atlas Hammock Straps,201612,5,1.93102
Nike Men's Comfort 2 Slide,201612,3,0.74111
adidas Youth Germany Black/Red Away Match Soc,201612,0,1.74775
Team Golf St. Louis Cardinals Putter Grip,201612,5,1.90115
LIJA Women's Eyelet Sleeveless Golf Polo,201612,10,1.01168
adidas Men's F10 Messi TRX FG Soccer Cleat,201612,9,1.46912
Glove It Women's Imperial Golf Glove,201612,17,1.16303
Glove It Imperial Golf Towel,201612,3,1.07962
Bridgestone e6 Straight Distance NFL Carolina,201612,4,1.15211
Glove It Women's Mod Oval 3-Zip Carry All Gol,201612,17,1.37702
Columbia Men's PFG Anchor Tough T-Shirt,201612,9,1.41416
Under Armour Women's Ignite Slide,201612,24,0.56745
Team Golf Tennessee Volunteers Putter Grip,201612,8,2.04082
Titleist Pro V1x High Numbers Personalized Go,201612,3,1.97753
Nike Men's Deutschland Weltmeister Winners Bl,201612,16,0.44588
Bridgestone e6 Straight Distance NFL San Dieg,201612,9,2.1395
Nike Women's Tempo Shorts,201612,3,1.65004
Team Golf Texas Longhorns Putter Grip,201612,4,0.35646
Hirzl Women's Soffft Flex Golf Glove,201612,0,1.98279
Clicgear 8.0 Shoe Brush,201612,0,0.90794
Hirzl Women's Hybrid Golf Glove,201612,9,0.12237
Team Golf Pittsburgh Steelers Putter Grip,201612,0,1.07097
Top Flite Women's 2017 XL Hybrid,201612,8,0.40868
Glove It Urban Brick Golf Towel,201612,3,1.85408
Nike Dri-FIT Crew Sock 6 Pack,201612,1,0.58538
TYR Boys' Team Digi Jammer,201612,1,1.21077
Team Golf San Francisco Giants Putter Grip,201612,0,0.66911
Clicgear Rovic Cooler Bag,201612,0,1.2093
Hirzl Men's Hybrid Golf Glove,201612,6,0.48366
Titleist Pro V1x Golf Balls,201612,8,0.20073
adidas Men's Germany Black Crest Away Tee,201612,5,0.34266
Titleist Pro V1 High Numbers Personalized Gol,201612,0,1.06907
Under Armour Women's Micro G Skulpt Running S,201612,1,1.55311
Under Armour Hustle Storm Medium Duffle Bag,201612,6,0.67206
Under Armour Women's Ignite PIP VI Slide,201612,0,2.02004
Bag Boy Beverage Holder,201612,0,1.65921
Under Armour Men's Tech II T-Shirt,201612,8,0.57937
Team Golf New England Patriots Putter Grip,201612,8,0.64672
Under Armour Men's Compression EV SL Slide,201612,1,0.36902
Bridgestone e6 Straight Distance NFL Tennesse,201612,0,2.06992
Glove It Women's Mod Oval Golf Glove,201612,9,1.20333
Titleist Pro V1x High Numbers Golf Balls,201612,1,1.26121
Nike Women's Legend V-Neck T-Shirt,201612,14,2.24884
Under Armour Kids' Mercenary Slide,201612,1,0.71459
adidas Kids' F5 Messi FG Soccer Cleat,201612,7,1.02966
Children's heaters,201612,0,0.85179
Web Camera,201612,0,0.34017
Dell Laptop,201612,11,1.95814
Porcelain crafts,201612,0,0.38293
Sports Books,201612,0,1.89258
DVDs,201612,0,2.02495
Industrial consumer electronics,201612,0,1.23958
Fighting video games,201612,0,0.49693
Summer dresses,201612,0,0.63749
Lawn mower,201612,0,1.37326
Adult dog supplies,201612,0,1.93348
Rock music,201612,0,0.90555
Elevation Training Mask 2.0,201612,0,1.93474
LIJA Women's Mid-Length Panel Golf Shorts,201612,0,2.29056
Toys,201612,0,0.88181
Brooks Women's Ghost 6 Running Shoe,201612,0,0.64537
Bag Boy M330 Push Cart,201612,0,1.65084
Merrell Women's Grassbow Sport Hiking Shoe,201612,0,0.30304
Nike Men's Free TR 5.0 TB Training Shoe,201612,0,1.93197
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201612,0,0.1239
First aid kit,201612,0,1.91284
CDs of rock,201612,0,0.56565
Polar FT4 Heart Rate Monitor,201612,0,1.66417
LIJA Women's Argyle Golf Polo,201612,0,0.87483
TaylorMade White Smoke IN-12 Putter,201612,0,2.14245
Fitbit The One Wireless Activity & Sleep Trac,201612,1,2.24876
Nike Kids' Grade School KD VI Basketball Shoe,201612,0,0.94829
The North Face Women's Recon Backpack,201612,0,0.52745
Smart watch,201612,0,1.9013
Baby sweater,201612,0,0.36352
MDGolf Pittsburgh Penguins Putter,201612,0,0.57943
Men's gala suit,201612,0,0.87771
Merrell Men's All Out Flash Trail Running Sho,201612,0,1.32253
Garmin Approach S3 Golf GPS Watch,201612,0,0.27886
